tag,source,out_degree,k,method,seed,sigma0_saa,sigma0_mc,sigma_saa,sigma_mc,R_saa,R_mc,saa_mc_gap,cut_size,hop_mix,stop_reason,seconds,candidates,tie_split_at_cutoff,tie_group_sizes,iterations_done,evaluations,scope_weights,repair_weights,destroy_weights,best_hits_by_heuristic,best_hits_by_hop,best_hits_by_scope,scope_selected,neutral_moves,fallback_used,layer_sizes,q_bounds,param_max_iter,param_segment_length,param_repair_p,param_q_min_frac,param_q_max_frac,param_reaction_factor,param_max_hop_scope,param_fixed_hop_scope
typical,1240,7,4,greedy_probability,,603.992,614.5905,5.09,4.273,0.9915727360627293,0.9930474031082485,-0.001474667045519129,4,{0: 4},topk,0.01,7.0,"(1, 3)","[4, 2, 1]",,,,,,,,,,,,,,,,,,,,,
typical,1240,7,4,greedy_degree,,603.992,614.5905,5.122,3.701,0.9915197552285461,0.993978104119735,-0.0024583488911888995,4,{0: 4},topk,0.01,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,1240,7,4,greedy_bridge,,603.992,614.5905,601.168,612.4505,0.00467555861667035,0.0034819932947222076,0.0011935653219481424,4,{0: 4},topk,0.68,7.0,"(4, 1)","[5, 2]",,,,,,,,,,,,,,,,,,,,,
typical,1240,7,4,greedy_betweenness,,603.992,614.5905,5.122,3.701,0.9915197552285461,0.993978104119735,-0.0024583488911888995,4,{0: 4},topk,0.0,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,1240,7,4,greedy_spectral,,603.992,614.5905,5.122,3.701,0.9915197552285461,0.993978104119735,-0.0024583488911888995,4,{0: 4},topk,0.0,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,1240,7,4,alns,7.0,603.992,614.5905,1.098,4.9355,0.9981820951270878,0.991969449576588,0.006212645550499829,4,{0: 4},max_iter,14.83,,,,300.0,232.0,"{0: 1.2869579968844673, 1: 0.45223593680970026, 2: 0.5727882965077533, 3: 0.7437562281035189}","{'random': 0.3549159099729002, 'probability': 1.3726817536445195, 'degree': 0.7159847245352958, 'bridge': 0.4554089106146103, 'betweenness': 0.8649842602946493, 'spectral': 0.5870141010459543}","{'random': 0.2653707924775477, 'worst': 0.9882258561311879, 'related': 0.6563885139937113}","{'random': 0, 'probability': 1, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 1}",{0: 2},"{0: 2, 1: 0, 2: 0, 3: 0}","{0: 81, 1: 60, 2: 89, 3: 70}","{'random': 8, 'probability': 6, 'degree': 15, 'bridge': 6, 'betweenness': 14, 'spectral': 10}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 7, 1: 122, 2: 2982, 3: 14095}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,256,11,3,greedy_random,7.0,625.82,626.035,621.564,620.8365,0.0068006775111055795,0.008303848826343496,-0.0015031713152379167,3,{0: 3},topk,0.7,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,3,greedy_probability,,625.82,626.035,59.732,69.102,0.9045540251190438,0.8896195899590278,0.014934435160016024,3,{0: 3},topk,0.08,11.0,"(1, 0)","[6, 2, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,3,greedy_degree,,625.82,626.035,623.33,625.379,0.003978779840848823,0.0010478647359971616,0.0029309151048516613,3,{0: 3},topk,0.73,11.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,3,greedy_bridge,,625.82,626.035,621.546,621.783,0.006829439775015156,0.0067919525266157965,3.748724839935935e-05,3,{0: 3},topk,0.71,11.0,"(1, 8)","[9, 2]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,3,greedy_betweenness,,625.82,626.035,209.202,204.444,0.6657153814195775,0.6734303992588273,-0.0077150178392497715,3,{0: 3},topk,0.23,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,3,greedy_spectral,,625.82,626.035,209.202,204.444,0.6657153814195775,0.6734303992588273,-0.0077150178392497715,3,{0: 3},topk,0.0,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,3,alns,7.0,625.82,626.035,59.732,69.102,0.9045540251190438,0.8896195899590278,0.014934435160016024,3,{0: 3},max_iter,15.08,,,,300.0,197.0,"{0: 0.9795221184234045, 1: 0.5513212838466776, 2: 0.4638199062859224, 3: 0.41644235154123466}","{'random': 0.6809376124556913, 'probability': 0.31381059609000017, 'degree': 0.8931128017370425, 'bridge': 0.9240153001870053, 'betweenness': 0.38742048900000015, 'spectral': 0.39398920339099514}","{'random': 0.4408669026861967, 'worst': 0.8622103032870799, 'related': 0.7391584440474174}","{'random': 2, 'probability': 0, 'degree': 2, 'bridge': 2, 'betweenness': 0, 'spectral': 0}",{0: 6},"{0: 6, 1: 0, 2: 0, 3: 0}","{0: 127, 1: 61, 2: 49, 3: 63}","{'random': 1, 'probability': 8, 'degree': 2, 'bridge': 2, 'betweenness': 0, 'spectral': 1}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 11, 1: 448, 2: 9077, 3: 11279}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,256,11,4,greedy_random,7.0,625.82,626.035,620.324,620.18,0.008782077913777275,0.009352512239730992,-0.000570434325953717,4,{0: 4},topk,0.7,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,4,greedy_probability,,625.82,626.035,44.258,51.4615,0.929279984660126,0.9177977269641474,0.011482257695978548,4,{0: 4},topk,0.06,11.0,"(1, 1)","[6, 2, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,4,greedy_degree,,625.82,626.035,205.374,196.0835,0.6718321562110512,0.6867850839010599,-0.014952927690008666,4,{0: 4},topk,0.23,11.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,4,greedy_bridge,,625.82,626.035,620.306,621.1265,0.008810840177686852,0.007840615940003404,0.000970224237683448,4,{0: 4},topk,0.69,11.0,"(2, 7)","[9, 2]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,4,greedy_betweenness,,625.82,626.035,161.478,156.391,0.7419737304656291,0.750188088525402,-0.008214358059772886,4,{0: 4},topk,0.18,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,4,greedy_spectral,,625.82,626.035,161.478,156.391,0.7419737304656291,0.750188088525402,-0.008214358059772886,4,{0: 4},topk,0.0,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,4,alns,7.0,625.82,626.035,44.258,51.4615,0.929279984660126,0.9177977269641474,0.011482257695978548,4,{0: 4},max_iter,14.64,,,,300.0,193.0,"{0: 1.32549887117735, 1: 0.41642217800291476, 2: 0.7373078747359246, 3: 0.5650473593196542}","{'random': 0.7432662081465002, 'probability': 1.379982096305775, 'degree': 0.8518359574326378, 'bridge': 0.7329553217681565, 'betweenness': 0.8988930185778005, 'spectral': 0.5820872746873412}","{'random': 0.5630915902510935, 'worst': 1.0531007907765695, 'related': 0.8402723275320882}","{'random': 1, 'probability': 3, 'degree': 1, 'bridge': 0, 'betweenness': 0, 'spectral': 1}",{0: 6},"{0: 6, 1: 0, 2: 0, 3: 0}","{0: 138, 1: 38, 2: 72, 3: 52}","{'random': 0, 'probability': 22, 'degree': 5, 'bridge': 2, 'betweenness': 1, 'spectral': 5}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 11, 1: 448, 2: 9077, 3: 11279}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,256,11,6,greedy_random,7.0,625.82,626.035,620.272,619.5165,0.008865168898405273,0.01041235713658184,-0.0015471882381765667,6,{0: 6},topk,0.69,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,6,greedy_probability,,625.82,626.035,30.168,35.265,0.9517944456872584,0.9436692836662487,0.008125162021009658,6,{0: 6},topk,0.04,11.0,"(1, 5)","[6, 2, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,6,greedy_degree,,625.82,626.035,149.952,140.341,0.7603911667891726,0.7758256327521624,-0.015434465962989807,6,{0: 6},topk,0.16,11.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,6,greedy_bridge,,625.82,626.035,86.004,93.452,0.8625739030392126,0.8507240010542542,0.011849901984958389,6,{0: 6},topk,0.1,11.0,"(4, 5)","[9, 2]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,6,greedy_betweenness,,625.82,626.035,149.952,140.341,0.7603911667891726,0.7758256327521624,-0.015434465962989807,6,{0: 6},topk,0.0,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,6,greedy_spectral,,625.82,626.035,149.952,140.341,0.7603911667891726,0.7758256327521624,-0.015434465962989807,6,{0: 6},topk,0.0,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,256,11,6,alns,7.0,625.82,626.035,18.95,26.4695,0.969719727717235,0.9577188176379915,0.012000910079243532,6,{0: 6},max_iter,8.92,,,,300.0,199.0,"{0: 0.8853344355482318, 1: 0.2802407075732724, 2: 0.30597709908510345, 3: 0.2058911320946491}","{'random': 0.6481757862238954, 'probability': 0.5083731656658003, 'degree': 0.39398920339099514, 'bridge': 0.3965310692193241, 'betweenness': 0.6304533328097125, 'spectral': 0.8648698480889424}","{'random': 0.6295501084803823, 'worst': 0.5111974610306101, 'related': 0.30865513629709307}","{'random': 2, 'probability': 0, 'degree': 0, 'bridge': 1, 'betweenness': 1, 'spectral': 1}",{0: 5},"{0: 5, 1: 0, 2: 0, 3: 0}","{0: 150, 1: 51, 2: 71, 3: 28}","{'random': 5, 'probability': 5, 'degree': 8, 'bridge': 2, 'betweenness': 10, 'spectral': 15}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 11, 1: 448, 2: 9077, 3: 11279}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,142,24,5,greedy_random,7.0,626.108,624.6125,278.93,301.741,0.5545017792457531,0.5169148872300826,0.03758689201567045,5,{0: 5},topk,0.33,24.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,5,greedy_probability,,626.108,624.6125,79.624,95.1185,0.8728270522018565,0.8477159839100242,0.025111068291832295,5,{0: 5},topk,0.1,24.0,"(1, 4)","[15, 5, 2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,5,greedy_degree,,626.108,624.6125,615.802,618.845,0.01646041896925121,0.009233724909443741,0.00722669405980747,5,{0: 5},topk,0.68,24.0,"(1, 0)","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,5,greedy_bridge,,626.108,624.6125,624.682,623.8415,0.0022775623374879927,0.001234365306489904,0.0010431970309980887,5,{0: 5},topk,0.68,24.0,"(5, 5)","[14, 10]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,5,greedy_betweenness,,626.108,624.6125,624.862,622.666,0.0019900720003577232,0.0031163321259178867,-0.0011262601255601634,5,{0: 5},topk,0.69,24.0,"(1, 0)","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,5,greedy_spectral,,626.108,624.6125,615.802,618.845,0.01646041896925121,0.009233724909443741,0.00722669405980747,5,{0: 5},topk,0.0,24.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,5,alns,7.0,626.108,624.6125,74.684,87.586,0.8807170647875446,0.8597754607856871,0.020941604001857517,5,{0: 5},max_iter,32.08,,,,300.0,284.0,"{0: 2.8928185673766955, 1: 2.5651362422446486, 2: 1.8026026792476968, 3: 2.006792132549923}","{'random': 2.253600575455989, 'probability': 3.6766446928609873, 'degree': 1.4417156141254803, 'bridge': 2.636392841498005, 'betweenness': 2.3446814247537398, 'spectral': 1.1656953039341706}","{'random': 1.3193708249511351, 'worst': 3.321421810768498, 'related': 2.0919166623904095}","{'random': 2, 'probability': 9, 'degree': 1, 'bridge': 2, 'betweenness': 2, 'spectral': 0}","{1: 2, 0: 11, 3: 2, 2: 1}","{0: 11, 1: 2, 2: 1, 3: 2}","{0: 87, 1: 72, 2: 66, 3: 75}","{'random': 2, 'probability': 8, 'degree': 1, 'bridge': 1, 'betweenness': 2, 'spectral': 1}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 24, 1: 624, 2: 9571, 3: 10394}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,142,24,8,greedy_random,7.0,626.108,624.6125,275.088,295.5895,0.5606381007749461,0.5267633933038484,0.033874707471097776,8,{0: 8},topk,0.34,24.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,8,greedy_probability,,626.108,624.6125,64.182,73.923,0.8974905287905601,0.8816498228901919,0.015840705900368235,8,{0: 8},topk,0.09,24.0,"(4, 1)","[15, 5, 2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,8,greedy_degree,,626.108,624.6125,201.752,224.923,0.6777680527960033,0.6398999379615361,0.03786811483446717,8,{0: 8},topk,0.25,24.0,"(1, 0)","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,8,greedy_bridge,,626.108,624.6125,624.608,623.7495,0.0023957528094195046,0.0013816566271087627,0.001014096182310742,8,{0: 8},topk,0.73,24.0,"(8, 2)","[14, 10]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,8,greedy_betweenness,,626.108,624.6125,614.444,617.481,0.018629373846045683,0.011417478836878825,0.007211895009166858,8,{0: 8},topk,0.69,24.0,"(1, 0)","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,8,greedy_spectral,,626.108,624.6125,613.136,617.199,0.020718470295859492,0.011868958754427728,0.008849511541431765,8,{0: 8},topk,0.68,24.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,8,alns,7.0,626.108,624.6125,40.962,58.105,0.9345767822803733,0.9069743240809301,0.02760245819944318,8,{0: 8},max_iter,17.92,,,,300.0,284.0,"{0: 2.2756088594714416, 1: 0.47109246685030803, 2: 0.5112916042094372, 3: 0.6961888074256654}","{'random': 1.8816002770350302, 'probability': 1.029596875241486, 'degree': 0.5617052764712956, 'bridge': 1.5987627080694544, 'betweenness': 1.0788414416077055, 'spectral': 2.744837789316175}","{'random': 0.5941187729414317, 'worst': 2.223084686513543, 'related': 0.7449079024686379}","{'random': 2, 'probability': 2, 'degree': 0, 'bridge': 1, 'betweenness': 1, 'spectral': 6}","{0: 11, 3: 1}","{0: 11, 1: 0, 2: 0, 3: 1}","{0: 133, 1: 49, 2: 52, 3: 66}","{'random': 2, 'probability': 3, 'degree': 1, 'bridge': 0, 'betweenness': 4, 'spectral': 1}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 24, 1: 624, 2: 9571, 3: 10394}","(1, 3)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,142,24,12,greedy_random,7.0,626.108,624.6125,218.6,233.8995,0.6508589572406038,0.6255286277492045,0.02533032949139935,12,{0: 12},topk,0.25,24.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,12,greedy_probability,,626.108,624.6125,35.93,42.8655,0.9426137343717058,0.9313726510436471,0.011241083328058732,12,{0: 12},topk,0.05,24.0,"(3, 12)","[15, 5, 2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,12,greedy_degree,,626.108,624.6125,183.678,205.3575,0.7066352769809681,0.6712241589785667,0.035411118002401376,12,{0: 12},topk,0.22,24.0,"(1, 0)","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,12,greedy_bridge,,626.108,624.6125,624.57,623.399,0.0024564452139246296,0.0019428045388140136,0.000513640675110616,12,{0: 12},topk,0.69,24.0,"(2, 12)","[14, 10]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,12,greedy_betweenness,,626.108,624.6125,613.016,617.088,0.02091013052061308,0.01204666893473949,0.008863461585873589,12,{0: 12},topk,0.68,24.0,"(1, 0)","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,12,greedy_spectral,,626.108,624.6125,183.678,205.3575,0.7066352769809681,0.6712241589785667,0.035411118002401376,12,{0: 12},topk,0.0,24.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,142,24,12,alns,7.0,626.108,624.6125,11.51,23.752,0.9816165901090547,0.9619732233985071,0.01964336671054756,12,{0: 12},max_iter,11.06,,,,300.0,251.0,"{0: 0.9964069216964525, 1: 0.3756312835197302, 2: 0.2653707924775477, 3: 0.22876792454961012}","{'random': 0.38703306851100006, 'probability': 0.37657271530800024, 'degree': 1.327112856129513, 'bridge': 0.33891544377720023, 'betweenness': 0.4388954996914742, 'spectral': 0.489944638410415}","{'random': 0.2058911320946491, 'worst': 0.866275960952192, 'related': 0.2810577358752352}","{'random': 0, 'probability': 0, 'degree': 3, 'bridge': 0, 'betweenness': 1, 'spectral': 1}",{0: 5},"{0: 5, 1: 0, 2: 0, 3: 0}","{0: 159, 1: 58, 2: 48, 3: 35}","{'random': 1, 'probability': 1, 'degree': 14, 'bridge': 0, 'betweenness': 8, 'spectral': 7}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 24, 1: 624, 2: 9571, 3: 10394}","(1, 4)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,233,10,3,greedy_random,7.0,641.04,643.499,606.638,621.2295,0.05366591788343933,0.03460689138600059,0.019059026497438736,3,{0: 3},topk,0.67,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,3,greedy_probability,,641.04,643.499,56.272,44.0945,0.9122176463247224,0.9314769719921865,-0.019259325667464133,3,{0: 3},topk,0.05,10.0,"(3, 1)","[6, 4]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,3,greedy_degree,,641.04,643.499,605.352,620.954,0.05567203294646195,0.03503501947943988,0.02063701346702207,3,{0: 3},topk,0.67,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,3,greedy_bridge,,641.04,643.499,640.988,643.468,8.111818295253315e-05,4.81741230368149e-05,3.294405991571825e-05,3,{0: 3},topk,0.69,10.0,"(1, 7)","[8, 2]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,3,greedy_betweenness,,641.04,643.499,605.352,620.954,0.05567203294646195,0.03503501947943988,0.02063701346702207,3,{0: 3},topk,0.0,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,3,greedy_spectral,,641.04,643.499,605.352,620.954,0.05567203294646195,0.03503501947943988,0.02063701346702207,3,{0: 3},topk,0.0,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,3,alns,7.0,641.04,643.499,50.756,43.8245,0.9208224135779358,0.9318965530637965,-0.011074139485860668,3,{0: 3},max_iter,31.66,,,,300.0,254.0,"{0: 0.49566383652415513, 1: 0.9077771173762194, 2: 0.8785199100174627, 3: 0.624953883565707}","{'random': 0.9543962349002763, 'probability': 0.7678993274685402, 'degree': 0.40316816332662764, 'bridge': 0.5996232328329003, 'betweenness': 0.34867844010000015, 'spectral': 0.6924029556057482}","{'random': 0.4722973807090863, 'worst': 1.0047071695666818, 'related': 0.32055752390593506}","{'random': 2, 'probability': 0, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 0}","{1: 1, 0: 1}","{0: 1, 1: 1, 2: 0, 3: 0}","{0: 60, 1: 97, 2: 85, 3: 58}","{'random': 8, 'probability': 1, 'degree': 3, 'bridge': 1, 'betweenness': 2, 'spectral': 9}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 10, 1: 271, 2: 5713, 3: 13560}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,233,10,4,greedy_random,7.0,641.04,643.499,604.094,620.2405,0.057634468987894594,0.0361438013112686,0.021490667676625996,4,{0: 4},topk,0.67,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,4,greedy_probability,,641.04,643.499,55.382,43.195,0.913606015225259,0.9328747985622355,-0.01926878333697657,4,{0: 4},topk,0.05,10.0,"(4, 0)","[6, 4]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,4,greedy_degree,,641.04,643.499,36.77,32.577,0.942640084862099,0.9493752127042933,-0.006735127842194211,4,{0: 4},topk,0.04,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,4,greedy_bridge,,641.04,643.499,640.988,643.468,8.111818295253315e-05,4.81741230368149e-05,3.294405991571825e-05,4,{0: 4},topk,0.71,10.0,"(2, 6)","[8, 2]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,4,greedy_betweenness,,641.04,643.499,36.77,32.577,0.942640084862099,0.9493752127042933,-0.006735127842194211,4,{0: 4},topk,0.0,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,4,greedy_spectral,,641.04,643.499,36.77,32.577,0.942640084862099,0.9493752127042933,-0.006735127842194211,4,{0: 4},topk,0.0,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,233,10,4,alns,7.0,641.04,643.499,36.77,32.577,0.942640084862099,0.9493752127042933,-0.006735127842194211,4,{0: 4},max_iter,35.65,,,,300.0,256.0,"{0: 3.844753452925773, 1: 2.2744938642042998, 2: 2.1882924379672883, 3: 1.9220308638610508}","{'random': 2.0696688830601815, 'probability': 2.189756502025849, 'degree': 2.5023597806445625, 'bridge': 2.6252248237201377, 'betweenness': 3.218841724947704, 'spectral': 2.597377607567135}","{'random': 2.359889794217725, 'worst': 3.2634233281069758, 'related': 2.1183337248857863}","{'random': 1, 'probability': 0, 'degree': 1, 'bridge': 1, 'betweenness': 5, 'spectral': 3}","{0: 9, 2: 1, 1: 1}","{0: 9, 1: 1, 2: 1, 3: 0}","{0: 96, 1: 77, 2: 65, 3: 62}","{'random': 5, 'probability': 7, 'degree': 13, 'bridge': 2, 'betweenness': 15, 'spectral': 13}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 10, 1: 271, 2: 5713, 3: 13560}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
typical,3,209,42,greedy_random,7.0,643.556,644.473,639.198,639.9375,0.006771749467023969,0.007037532992072548,-0.0002657835250485796,42,{0: 42},topk,0.71,209.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,3,209,42,greedy_probability,,643.556,644.473,615.398,610.0695,0.043753768125850745,0.05338237598782258,-0.009628607861971838,42,{0: 42},topk,0.69,209.0,"(21, 2)","[73, 56, 36, 23, 17, 3, 1]",,,,,,,,,,,,,,,,,,,,,
typical,3,209,42,greedy_degree,,643.556,644.473,641.994,642.702,0.0024271392077768184,0.002747981684259826,-0.00032084247648300757,42,{0: 42},topk,0.7,209.0,"(1, 0)","[18, 16, 16, 13, 11, 10, 9, 9, 8, 7, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
typical,3,209,42,greedy_bridge,,643.556,644.473,641.504,642.483,0.003188533709576169,0.003087794213256445,0.0001007394963197239,42,{0: 42},topk,0.7,209.0,"(4, 167)","[171, 38]",,,,,,,,,,,,,,,,,,,,,
